"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"55407591-2021";"Apreensão de veículo";"Itaguaí";2021-10-08 00:00:00;"Outubro";2021
"13038791-2021";"Mandado de prisão";"Nova Iguaçu";2021-10-08 00:00:00;"Outubro";2021
"93779101-2021";"Desacato";"Itaguaí";2021-10-08 00:00:00;"Outubro";2021
"72832451-2021";"Furto a estabelecimento comercial";"Bangu";2021-10-08 00:00:00;"Outubro";2021
"24296971-2021";"Posse e uso";"Centro";2021-10-08 00:00:00;"Outubro";2021
"71250701-2021";"Captura de evadido";"Recreio";2021-10-08 00:00:00;"Outubro";2021
"65552651-2021";"Posse e uso";"Niterói";2021-10-08 00:00:00;"Outubro";2021
"07131161-2021";"Posse e uso";"Miguel Pereira";2021-10-08 00:00:00;"Outubro";2021
"58819951-2021";"Porte de arma branca";"Lapa";2021-10-08 00:00:00;"Outubro";2021
"66711451-2021";"Captura de evadido";"Lapa";2021-10-08 00:00:00;"Outubro";2021
"68891991-2021";"Receptação";"Austin";2021-10-08 00:00:00;"Outubro";2021
"44050931-2021";"Mandado de prisão";"São Gonçalo";2021-10-09 00:00:00;"Outubro";2021
"29079291-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-10-09 00:00:00;"Outubro";2021
"94794621-2021";"Posse e uso";"Recreio";2021-10-09 00:00:00;"Outubro";2021
"86061231-2021";"Furto a estabelecimento comercial";"Bangu";2021-10-09 00:00:00;"Outubro";2021
"03996701-2021";"Posse e uso";"Recreio";2021-10-09 00:00:00;"Outubro";2021
"06917711-2021";"Receptação";"Bangu";2021-10-09 00:00:00;"Outubro";2021
"56383481-2021";"Posse e uso";"Japeri";2021-10-09 00:00:00;"Outubro";2021
"37964621-2021";"Lesão corporal dolosa";"Grajaú E Vila Isabel";2021-10-09 00:00:00;"Outubro";2021
"87455451-2021";"Mandado de prisão";"Méier";2021-10-09 00:00:00;"Outubro";2021
"46359931-2021";"Posse e uso";"Copacabana";2021-10-09 00:00:00;"Outubro";2021
"44956142-2021";"Direção perigosa";"Grajaú E Vila Isabel";2021-10-09 00:00:00;"Outubro";2021
"28037051-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-10-09 00:00:00;"Outubro";2021
"15197961-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-10-09 00:00:00;"Outubro";2021
"99299211-2021";"Importunação sexual";"Centro";2021-10-09 00:00:00;"Outubro";2021
"89406831-2021";"Desacato";"Botafogo";2021-10-09 00:00:00;"Outubro";2021
"65445461-2021";"Fato atípico";"Caxias";2021-10-09 00:00:00;"Outubro";2021
"66133601-2021";"Tráfico de drogas";"São Gonçalo";2021-10-09 00:00:00;"Outubro";2021
"43616541-2021";"Receptação";"São Gonçalo";2021-10-09 00:00:00;"Outubro";2021
"58196051-2021";"Apreensão de drogas";"Niterói";2021-10-09 00:00:00;"Outubro";2021
"60183561-2021";"Posse e uso";"Miguel Pereira";2021-10-09 00:00:00;"Outubro";2021
"11919311-2021";"Posse e uso";"Laranjeiras";2021-10-09 00:00:00;"Outubro";2021
"13517331-2021";"Captura de evadido";"Laranjeiras";2021-10-09 00:00:00;"Outubro";2021
"21657011-2021";"Mandado de prisão";"Niterói";2021-10-10 00:00:00;"Outubro";2021
"93354791-2021";"Receptação";"São Gonçalo";2021-10-10 00:00:00;"Outubro";2021
"88839341-2021";"Tráfico de drogas";"Niterói";2021-10-10 00:00:00;"Outubro";2021
"08581321-2021";"Porte de arma branca";"Copacabana";2021-10-10 00:00:00;"Outubro";2021
"42182531-2021";"Ato obsceno";"Laranjeiras";2021-10-10 00:00:00;"Outubro";2021
"81045661-2021";"Direção perigosa";"Copacabana";2021-10-10 00:00:00;"Outubro";2021
"36168671-2021";"Posse e uso";"Recreio";2021-10-10 00:00:00;"Outubro";2021
"13291701-2021";"Porte de arma branca";"Centro";2021-10-10 00:00:00;"Outubro";2021
"95322891-2021";"Apreensão de material";"Méier";2021-10-10 00:00:00;"Outubro";2021
"57358151-2021";"Posse e uso";"Recreio";2021-10-10 00:00:00;"Outubro";2021
"26429041-2021";"Furto a estabelecimento comercial";"Copacabana";2021-10-10 00:00:00;"Outubro";2021
"93673621-2021";"Desacato";"Caxias";2021-10-10 00:00:00;"Outubro";2021
"08415391-2021";"Posse e uso";"Recreio";2021-10-10 00:00:00;"Outubro";2021
"00233001-2021";"Posse e uso";"Recreio";2021-10-10 00:00:00;"Outubro";2021
"95814051-2021";"Posse e uso";"Recreio";2021-10-10 00:00:00;"Outubro";2021
"37772461-2021";"Posse e uso";"Paracambi";2021-10-10 00:00:00;"Outubro";2021
"15454861-2021";"Posse e uso";"Paracambi";2021-10-10 00:00:00;"Outubro";2021
"81982831-2021";"Furto de aparelho de celular";"Grajaú E Vila Isabel";2021-10-10 00:00:00;"Outubro";2021
"29346201-2021";"Homicídio doloso";"Austin";2021-10-10 00:00:00;"Outubro";2021
"26408461-2021";"Recuperação de veículo";"Magé E Piabetá";2021-10-11 00:00:00;"Outubro";2021
"30999251-2021";"Dirigir sem cnh";"São Gonçalo";2021-10-11 00:00:00;"Outubro";2021
"61266781-2021";"Mandado de prisão";"Belford Roxo";2021-10-11 00:00:00;"Outubro";2021
"75329261-2021";"Receptação";"Magé E Piabetá";2021-10-11 00:00:00;"Outubro";2021
"43140501-2021";"Recuperação de veículo";"Magé E Piabetá";2021-10-11 00:00:00;"Outubro";2021
NA;"Desacato";"Caxias";2021-10-11 00:00:00;"Outubro";NA
"03750261-2021";"Posse e uso";"Bangu";2021-10-11 00:00:00;"Outubro";2021
"28394411-2021";"Mandado de prisão";"Belford Roxo";2021-10-11 00:00:00;"Outubro";2021
"34954191-2021";"Tráfico de drogas";"São Gonçalo";2021-10-11 00:00:00;"Outubro";2021
"69933541-2021";"Posse e uso";"Laranjeiras";2021-10-11 00:00:00;"Outubro";2021
"16328921-2021";"Furto de aparelho de celular";"Copacabana";2021-10-12 00:00:00;"Outubro";2021
"19400101-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"45792191-2021";"Maria da penha";"Grajaú E Vila Isabel";2021-10-12 00:00:00;"Outubro";2021
"73326531-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"05552741-2021";"Lesão corporal dolosa";"Bangu";2021-10-12 00:00:00;"Outubro";2021
"76160881-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"01106931-2021";"Desacato";"Nova Iguaçu";2021-10-12 00:00:00;"Outubro";2021
"18946171-2021";"Corrupção";"Laranjeiras";2021-10-12 00:00:00;"Outubro";2021
"47393171-2021";"Vias de fato";"Copacabana";2021-10-12 00:00:00;"Outubro";2021
"98524321-2021";"Receptação";"Nova Iguaçu";2021-10-12 00:00:00;"Outubro";2021
"04241161-2021";"Furto de aparelho de celular";"Copacabana";2021-10-12 00:00:00;"Outubro";2021
"06017631-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"96940201-2021";"Posse e uso";"Laranjeiras";2021-10-12 00:00:00;"Outubro";2021
"14260311-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"81375631-2021";"Posse e uso";"Recreio";2021-10-12 00:00:00;"Outubro";2021
"86293541-2021";"Mandado de prisão";"São Gonçalo";2021-10-12 00:00:00;"Outubro";2021
"37335051-2021";"Captura de evadido";"Niterói";2021-10-12 00:00:00;"Outubro";2021
"97369671-2021";"Captura de evadido";"Itaguaí";2021-10-12 00:00:00;"Outubro";2021
"43297861-2021";"Captura de evadido";"Lapa";2021-10-13 00:00:00;"Outubro";2021
"93338571-2021";"Furto";"Recreio";2021-10-13 00:00:00;"Outubro";2021
"05101701-2021";"Roubo a transeunte";"Copacabana";2021-10-13 00:00:00;"Outubro";2021
"97446111-2021";"Apreensão de material";"Nova Iguaçu";2021-10-13 00:00:00;"Outubro";2021
"46335071-2021";"Receptação";"Caxias";2021-10-13 00:00:00;"Outubro";2021
"04657701-2021";"Posse e uso";"Miguel Pereira";2021-10-13 00:00:00;"Outubro";2021
"77907131-2021";"Mandado de prisão";"Recreio";2021-10-13 00:00:00;"Outubro";2021
"14574321-2021";"Posse e uso";"Recreio";2021-10-13 00:00:00;"Outubro";2021
"12670381-2021";"Furto a estabelecimento comercial";"Barra";2021-10-13 00:00:00;"Outubro";2021
"27319831-2021";"Roubo de aparelho celular";"Copacabana";2021-10-13 00:00:00;"Outubro";2021
"05203821-2021";"Posse e uso";"Recreio";2021-10-13 00:00:00;"Outubro";2021
"80451011-2021";"Recuperação de veículo";"Itaguaí";2021-10-13 00:00:00;"Outubro";2021
"65323471-2021";"Mandado de prisão";"Ipanema";2021-10-13 00:00:00;"Outubro";2021
"81299041-2021";"Mandado de prisão";"Paracambi";2021-10-13 00:00:00;"Outubro";2021
"09009081-2021";"Posse e uso";"Recreio";2021-10-13 00:00:00;"Outubro";2021
"60387581-2021";"Apreensão de celular";"São Gonçalo";2021-10-13 00:00:00;"Outubro";2021
"07017191-2021";"Invasão a domícilio";"São Gonçalo";2021-10-13 00:00:00;"Outubro";2021
"83789421-2021";"Roubo a transeunte";"Magé E Piabetá";2021-10-13 00:00:00;"Outubro";2021
"99911461-2021";"Mandado de prisão";"Copacabana";2021-10-14 00:00:00;"Outubro";2021
"39485621-2021";"Apreensão de drogas";"Copacabana";2021-10-14 00:00:00;"Outubro";2021
"30095531-2021";"Mandado de prisão";"Paracambi";2021-10-14 00:00:00;"Outubro";2021
"42246471-2021";"Apreensão de drogas";"Grajaú E Vila Isabel";2021-10-14 00:00:00;"Outubro";2021
"75921471-2021";"Roubo a transeunte";"Leblon";2021-10-14 00:00:00;"Outubro";2021
"86902821-2021";"Crime ambiental";"Barra";2021-10-14 00:00:00;"Outubro";2021
"02126581-2021";"Mandado de prisão";"Barra";2021-10-14 00:00:00;"Outubro";2021
"82838731-2021";"Tráfico de drogas";"São Gonçalo";2021-10-14 00:00:00;"Outubro";2021
"54102942-2021";"Furto";"Bangu";2021-10-14 00:00:00;"Outubro";2021
"52561831-2021";"Posse e uso";"Paracambi";2021-10-14 00:00:00;"Outubro";2021
"11961571-2021";"Apreensão de material";"Copacabana";2021-10-14 00:00:00;"Outubro";2021
"19686121-2021";"Furto de bicicleta";"Leblon";2021-10-14 00:00:00;"Outubro";2021
"06278021-2021";"Furto de bicicleta";"Niterói";2021-10-14 00:00:00;"Outubro";2021
"09392391-2021";"Furto de aparelho de celular";"Niterói";2021-10-14 00:00:00;"Outubro";2021
"96605271-2021";"Receptação";"São Gonçalo";2021-10-14 00:00:00;"Outubro";2021
"20369701-2021";"Apreensão de drogas";"São Gonçalo";2021-10-14 00:00:00;"Outubro";2021
"53440322-2021";"Captura de evadido";"São Gonçalo";2021-10-14 00:00:00;"Outubro";2021
"19450131-2021";"Placa adulterada";"Niterói";2021-10-14 00:00:00;"Outubro";2021
"63660281-2021";"Apropriação indébita";"Laranjeiras";2021-10-14 00:00:00;"Outubro";2021
"73029671-2021";"Dano ao patrimônio";"Lapa";2021-10-14 00:00:00;"Outubro";2021
"04194281-2021";"Furto a estabelecimento comercial";"Méier";2021-10-15 00:00:00;"Outubro";2021
"74756091-2021";"Apreensão de celular";"Laranjeiras";2021-10-15 00:00:00;"Outubro";2021
"61244691-2021";"Apreensão de veículo";"Miguel Pereira";2021-10-15 00:00:00;"Outubro";2021
"17885401-2021";"Apreensão de veículo";"Miguel Pereira";2021-10-15 00:00:00;"Outubro";2021
"63797441-2021";"Apreensão de celular";"Laranjeiras";2021-10-15 00:00:00;"Outubro";2021
"75715251-2021";"Adulteração do sinal identificador de veículo";"Nova Iguaçu";2021-10-15 00:00:00;"Outubro";2021
"25110872-2021";"Furto de aparelho de celular";"Copacabana";2021-10-15 00:00:00;"Outubro";2021
"46095841-2021";"Furto";"Niterói";2021-10-15 00:00:00;"Outubro";2021
"07066641-2021";"Posse e uso";"Recreio";2021-10-15 00:00:00;"Outubro";2021
"83721371-2021";"Receptação";"Japeri";2021-10-15 00:00:00;"Outubro";2021
"52997351-2021";"Posse e uso";"Recreio";2021-10-15 00:00:00;"Outubro";2021
"97552391-2021";"Posse e uso";"Recreio";2021-10-15 00:00:00;"Outubro";2021
"01875351-2021";"Mandado de prisão";"Caxias";2021-10-15 00:00:00;"Outubro";2021
"74462641-2021";"Apreensão de material";"Copacabana";2021-10-15 00:00:00;"Outubro";2021
"84851781-2021";"Posse e uso";"Copacabana";2021-10-15 00:00:00;"Outubro";2021
"34729451-2021";"Apreensão de celular";"Laranjeiras";2021-10-15 00:00:00;"Outubro";2021
"74674181-2021";"Mandado de prisão";"Laranjeiras";2021-10-15 00:00:00;"Outubro";2021
"71793941-2021";"Posse e uso";"Paracambi";2021-10-15 00:00:00;"Outubro";2021
"59989202-2021";"Apreensão de celular";"Japeri";2021-10-15 00:00:00;"Outubro";2021
"79717021-2021";"Captura de evadido";"Centro";2021-10-15 00:00:00;"Outubro";2021
"95764711-2021";"Homicídio doloso";"Bangu";2021-10-16 00:00:00;"Outubro";2021
"40845491-2021";"Mandado de prisão";"Copacabana";2021-10-16 00:00:00;"Outubro";2021
"80755741-2021";"Furto a estabelecimento comercial";"Leblon";2021-10-16 00:00:00;"Outubro";2021
"12510701-2021";"Mandado de prisão";"Tijuca";2021-10-16 00:00:00;"Outubro";2021
"82832921-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"45851981-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"33334581-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"56343261-2021";"Roubo de aparelho celular";"Paracambi";2021-10-16 00:00:00;"Outubro";2021
"59184321-2021";"Adulteração do sinal identificador de veículo";"Caxias";2021-10-16 00:00:00;"Outubro";2021
"83991911-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"68370711-2021";"Documento falso";"Nova Iguaçu";2021-10-16 00:00:00;"Outubro";2021
"58236831-2021";"Posse e uso";"Paracambi";2021-10-16 00:00:00;"Outubro";2021
"92467081-2021";"Posse e uso";"Miguel Pereira";2021-10-16 00:00:00;"Outubro";2021
"71223411-2021";"Exercício ilegal da profissão";"Méier";2021-10-16 00:00:00;"Outubro";2021
"96366981-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"99313171-2021";"Posse e uso";"Laranjeiras";2021-10-16 00:00:00;"Outubro";2021
"43126991-2021";"Recuperação de veículo";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"37739331-2021";"Apreensão de veículo";"Méier";2021-10-16 00:00:00;"Outubro";2021
"89526251-2021";"Apreensão de veículo";"Bangu";2021-10-16 00:00:00;"Outubro";2021
"27510571-2021";"Apreensão de material";"Méier";2021-10-16 00:00:00;"Outubro";2021
"87013021-2021";"Mandado de prisão";"Leblon";2021-10-16 00:00:00;"Outubro";2021
"35373081-2021";"Posse e uso";"Ipanema";2021-10-16 00:00:00;"Outubro";2021
"58624151-2021";"Posse e uso";"Recreio";2021-10-16 00:00:00;"Outubro";2021
"19324391-2021";"Lesão corporal dolosa";"Lapa";2021-10-16 00:00:00;"Outubro";2021
"36308611-2021";"Desacato";"Lapa";2021-10-16 00:00:00;"Outubro";2021
"20339531-2021";"Furto";"São Gonçalo";2021-10-16 00:00:00;"Outubro";2021
"36672451-2021";"Recuperação de veículo";"São Gonçalo";2021-10-16 00:00:00;"Outubro";2021
NA;"Captura de evadido";"Niterói";2021-10-16 00:00:00;"Outubro";NA
"54403711-2021";"Captura de evadido";"Magé E Piabetá";2021-10-16 00:00:00;"Outubro";2021
NA;"Captura de evadido";"Centro";2021-10-16 00:00:00;"Outubro";NA
"71496511-2021";"Captura de evadido";"Barra";2021-10-16 00:00:00;"Outubro";2021
"31522581-2021";"Captura de evadido";"Lapa";2021-10-17 00:00:00;"Outubro";2021
"15914591-2021";"Apreensão de material";"Copacabana";2021-10-17 00:00:00;"Outubro";2021
"92666811-2021";"Mandado de prisão";"Magé E Piabetá";2021-10-17 00:00:00;"Outubro";2021
"28882781-2021";"Adulteração do sinal identificador de veículo";"Méier";2021-10-17 00:00:00;"Outubro";2021
"41273072-2021";"Posse e uso";"Laranjeiras";2021-10-17 00:00:00;"Outubro";2021
"26812531-2021";"Apreensão de drogas";"Grajaú E Vila Isabel";2021-10-17 00:00:00;"Outubro";2021
"42134081-2021";"Maria da penha";"Méier";2021-10-17 00:00:00;"Outubro";2021
"91005501-2021";"Captura de evadido";"Bangu";2021-10-17 00:00:00;"Outubro";2021
"47686851-2021";"Apreensão de drogas";"Grajaú E Vila Isabel";2021-10-17 00:00:00;"Outubro";2021
"49571891-2021";"Posse e uso";"Laranjeiras";2021-10-17 00:00:00;"Outubro";2021
"87896451-2021";"Captura de evadido";"Itaguaí";2021-10-17 00:00:00;"Outubro";2021
"00961051-2021";"Receptação";"Recreio";2021-10-17 00:00:00;"Outubro";2021
"08535991-2021";"Direção perigosa";"Niterói";2021-10-17 00:00:00;"Outubro";2021
"00184541-2021";"Captura de evadido";"Lapa";2021-10-17 00:00:00;"Outubro";2021
"66419351-2021";"Roubo a transeunte";"Ipanema";2021-10-17 00:00:00;"Outubro";2021
"19292201-2021";"Captura de evadido";"Centro";2021-10-17 00:00:00;"Outubro";2021
"88028641-2021";"Receptação";"Austin";2021-10-17 00:00:00;"Outubro";2021
"65696561-2021";"Apreensão de material";"Copacabana";2021-10-18 00:00:00;"Outubro";2021
"36622411-2021";"Posse e uso";"Recreio";2021-10-18 00:00:00;"Outubro";2021
"91777021-2021";"Furto de aparelho de celular";"Centro";2021-10-18 00:00:00;"Outubro";2021
NA;"Apreensão de material";"Nova Iguaçu";2021-10-18 00:00:00;"Outubro";NA
"45873121-2021";"Mandado de prisão";"Centro";2021-10-18 00:00:00;"Outubro";2021
"81347871-2021";"Lesão corporal dolosa";"Lapa";2021-10-18 00:00:00;"Outubro";2021
"02781891-2021";"Roubo a transeunte";"São Gonçalo";2021-10-18 00:00:00;"Outubro";2021
"33269531-2021";"Tráfico de drogas";"Niterói";2021-10-18 00:00:00;"Outubro";2021
"78345691-2021";"Captura de evadido";"Niterói";2021-10-18 00:00:00;"Outubro";2021
NA;"Captura de evadido";"Niterói";2021-10-18 00:00:00;"Outubro";NA
"90082121-2021";"Apreensão de celular";"Laranjeiras";2021-10-18 00:00:00;"Outubro";2021
"99808981-2021";"Mandado de prisão";"Méier";2021-10-19 00:00:00;"Outubro";2021
"91035811-2021";"Furto a estabelecimento comercial";"Tijuca";2021-10-19 00:00:00;"Outubro";2021
"50120271-2021";"Posse e uso";"Recreio";2021-10-19 00:00:00;"Outubro";2021
"42775211-2021";"Mandado de prisão";"Caxias";2021-10-19 00:00:00;"Outubro";2021
"75818931-2021";"Captura de evadido";"Itaguaí";2021-10-19 00:00:00;"Outubro";2021
"75730471-2021";"Posse e uso";"Recreio";2021-10-19 00:00:00;"Outubro";2021
"05482271-2021";"Tráfico de drogas";"Paracambi";2021-10-19 00:00:00;"Outubro";2021
"98332071-2021";"Roubo a estabelecimento comercial";"São Gonçalo";2021-10-19 00:00:00;"Outubro";2021
"17639371-2021";"Posse e uso";"São Gonçalo";2021-10-19 00:00:00;"Outubro";2021
"24870711-2021";"Tráfico de drogas";"Niterói";2021-10-19 00:00:00;"Outubro";2021
"64463041-2021";"Ameaça";"Niterói";2021-10-19 00:00:00;"Outubro";2021
"78591991-2021";"Receptação";"Grajaú E Vila Isabel";2021-10-19 00:00:00;"Outubro";2021
"71499081-2021";"Roubo a transeunte";"Centro";2021-10-19 00:00:00;"Outubro";2021
"20703951-2021";"Mandado de prisão";"Lapa";2021-10-20 00:00:00;"Outubro";2021
"07827931-2021";"Roubo a transeunte";"Niterói";2021-10-20 00:00:00;"Outubro";2021
"43285481-2021";"Furto";"Copacabana";2021-10-20 00:00:00;"Outubro";2021
"18560851-2021";"Apreensão de material";"Lapa";2021-10-20 00:00:00;"Outubro";2021
"39939301-2021";"Receptação";"São Gonçalo";2021-10-20 00:00:00;"Outubro";2021
"67189651-2021";"Apreensão de material";"Barra";2021-10-20 00:00:00;"Outubro";2021
"84267981-2021";"Furto a estabelecimento comercial";"Bangu";2021-10-20 00:00:00;"Outubro";2021
"90376751-2021";"Corrupção";"Leblon";2021-10-20 00:00:00;"Outubro";2021
"84266761-2021";"Desacato";"Laranjeiras";2021-10-20 00:00:00;"Outubro";2021
"12705891-2021";"Tráfico de drogas";"Botafogo";2021-10-20 00:00:00;"Outubro";2021
"26987971-2021";"Roubo a estabelecimento comercial";"Nova Iguaçu";2021-10-20 00:00:00;"Outubro";2021
"35439651-2021";"Posse e uso";"Miguel Pereira";2021-10-20 00:00:00;"Outubro";2021
"97386941-2021";"Apreensão de celular";"Laranjeiras";2021-10-20 00:00:00;"Outubro";2021
"74079691-2021";"Exercício ilegal da profissão";"Laranjeiras";2021-10-20 00:00:00;"Outubro";2021
"51430551-2021";"Lesão corporal dolosa";"Bangu";2021-10-20 00:00:00;"Outubro";2021
"81566541-2021";"Posse e uso";"Leblon";2021-10-20 00:00:00;"Outubro";2021
NA;"Captura de evadido";"Niterói";2021-10-20 00:00:00;"Outubro";NA
"48185001-2021";"Roubo a transeunte";"Centro";2021-10-20 00:00:00;"Outubro";2021
"26369721-2021";"Recuperação de veículo";"São Gonçalo";2021-10-21 00:00:00;"Outubro";2021
"54572071-2021";"Furto de aparelho de celular";"Barra";2021-10-21 00:00:00;"Outubro";2021
"85532471-2021";"Posse e uso";"São Gonçalo";2021-10-21 00:00:00;"Outubro";2021
"03794701-2021";"Apreensão de veículo";"São Gonçalo";2021-10-21 00:00:00;"Outubro";2021
"42052901-2021";"Roubo no interior de residência";"Bangu";2021-10-21 00:00:00;"Outubro";2021
"89153801-2021";"Furto a estabelecimento comercial";"Nova Iguaçu";2021-10-21 00:00:00;"Outubro";2021
"53410771-2021";"Desacato";"Itaguaí";2021-10-21 00:00:00;"Outubro";2021
"15187311-2021";"Apreensão de material";"São Gonçalo";2021-10-21 00:00:00;"Outubro";2021
"53485001-2021";"Furto a estabelecimento comercial";"Nova Iguaçu";2021-10-21 00:00:00;"Outubro";2021
"19048151-2021";"Posse e uso";"Austin";2021-10-21 00:00:00;"Outubro";2021
"80533861-2021";"Furto a estabelecimento comercial";"Centro";2021-10-21 00:00:00;"Outubro";2021
"58036991-2021";"Tráfico de drogas";"São Gonçalo";2021-10-21 00:00:00;"Outubro";2021
"84362061-2021";"Posse e uso";"Recreio";2021-10-21 00:00:00;"Outubro";2021
"08042281-2021";"Posse e uso";"Recreio";2021-10-21 00:00:00;"Outubro";2021
